DASYLab - V 9.00.02
Worksheet name: LeakageCurrentTesterV4DevSML40sAna200V
Recording Date     : 18-03-2014, 09:12:09
Block Length       : 1
Delta              : 0.2 sec.
Number of Channels : 1
Measurement time[s]	Write 0 [nA]	
41.8	21.100	
42.0	20.600	
42.2	20.100	
42.4	20.100	
42.6	19.100	
42.8	18.000	
43.0	17.000	
43.2	16.500	
43.4	16.500	
43.6	17.000	
43.8	17.000	
44.0	18.000	
44.2	17.500	
44.4	17.000	
44.6	16.500	
44.8	16.000	
45.0	16.000	
45.2	16.000	
45.4	16.500	
45.6	16.500	
45.8	17.500	
46.0	17.500	
46.2	17.500	
46.4	18.600	
46.6	18.000	
46.8	18.000	
47.0	17.500	
47.2	16.500	
47.4	16.000	
47.6	16.000	
47.8	15.500	
48.0	14.900	
48.2	15.500	
48.4	15.500	
48.6	16.000	
48.8	16.000	
49.0	15.500	
49.2	14.900	
49.4	15.500	
49.6	15.500	
49.8	16.500	
50.0	17.000	
50.2	16.500	
50.4	17.000	
50.6	16.500	
50.8	16.500	
51.0	17.000	
51.2	16.500	
51.4	17.000	
51.6	16.500	
51.8	16.500	
52.0	17.500	
52.2	17.500	
52.4	18.600	
52.6	18.600	
52.8	18.600	
53.0	18.600	
53.2	18.600	
53.4	18.000	
53.6	17.000	
53.8	17.000	
54.0	16.500	
54.2	16.500	
54.4	16.500	
54.6	16.000	
54.8	16.500	
55.0	16.500	
55.2	16.500	
55.4	16.500	
55.6	16.000	
55.8	15.500	
56.0	15.500	
56.2	14.900	
56.4	14.900	
56.6	14.900	
56.8	15.500	
57.0	15.500	
57.2	16.500	
57.4	16.500	
57.6	17.000	
57.8	18.000	
58.0	18.000	
58.2	18.000	
58.4	18.000	
58.6	16.500	
58.8	15.500	
59.0	13.900	
59.2	12.400	
59.4	11.300	
59.6	10.800	
59.8	11.300	
60.0	10.800	
60.2	10.800	
60.4	10.300	
60.6	9.800	
60.8	9.800	
61.0	9.300	
61.2	9.300	
61.4	9.800	
61.6	9.800	
61.8	9.300	
62.0	8.800	
62.2	8.200	
62.4	8.800	
62.6	9.300	
62.8	9.800	
63.0	10.300	
63.2	10.800	
63.4	10.800	
63.6	10.800	
63.8	11.300	
64.0	10.800	
64.2	10.800	
64.4	10.800	
64.6	10.800	
64.8	10.800	
65.0	10.800	
65.2	10.300	
65.4	10.300	
65.6	10.300	
65.8	10.300	
66.0	10.800	
66.2	10.800	
66.4	10.300	
66.6	-20537.500	
66.8	-25697.398	
67.0	-30568.701	
67.2	-32353.100	
67.4	-27090.100	
67.6	-19826.701	
67.8	-17759.398	
68.0	-10837.800	
68.2	-6438.700	
