DASYLab - V 9.00.02
Worksheet name: LeakageCurrentTesterV4DevSML40sAna200V
Recording Date     : 18-03-2014, 09:14:19
Block Length       : 1
Delta              : 0.2 sec.
Number of Channels : 1
Measurement time[s]	Write 0 [nA]	
41.4	21.100	
41.6	20.600	
41.8	20.100	
42.0	20.100	
42.2	19.600	
42.4	19.600	
42.6	19.600	
42.8	19.100	
43.0	19.600	
43.2	20.100	
43.4	20.600	
43.6	20.600	
43.8	20.600	
44.0	20.600	
44.2	20.100	
44.4	20.600	
44.6	19.600	
44.8	19.100	
45.0	18.600	
45.2	18.000	
45.4	19.100	
45.6	19.100	
45.8	19.600	
46.0	20.100	
46.2	21.100	
46.4	21.100	
46.6	20.600	
46.8	19.600	
47.0	18.000	
47.2	17.000	
47.4	17.500	
47.6	17.000	
47.8	17.000	
48.0	17.500	
48.2	18.000	
48.4	18.000	
48.6	18.000	
48.8	18.000	
49.0	17.000	
49.2	16.000	
49.4	14.900	
49.6	16.500	
49.8	17.000	
50.0	18.000	
50.2	18.600	
50.4	17.000	
50.6	17.000	
50.8	16.500	
51.0	17.000	
51.2	16.000	
51.4	15.500	
51.6	16.500	
51.8	17.000	
52.0	18.000	
52.2	19.100	
52.4	18.000	
52.6	17.000	
52.8	16.000	
53.0	15.500	
53.2	14.400	
53.4	14.400	
53.6	14.900	
53.8	15.500	
54.0	16.000	
54.2	16.000	
54.4	15.500	
54.6	15.500	
54.8	15.500	
55.0	15.500	
55.2	16.000	
55.4	15.500	
55.6	14.400	
55.8	13.900	
56.0	13.400	
56.2	13.900	
56.4	13.900	
56.6	14.400	
56.8	14.400	
57.0	13.900	
57.2	13.900	
57.4	13.900	
57.6	13.400	
57.8	13.400	
58.0	13.900	
58.2	13.400	
58.4	13.400	
58.6	13.400	
58.8	13.900	
59.0	14.400	
59.2	14.400	
59.4	14.900	
59.6	13.400	
59.8	13.400	
60.0	13.400	
60.2	12.400	
60.4	12.900	
60.6	11.300	
60.8	10.800	
61.0	10.800	
61.2	11.900	
61.4	12.400	
61.6	12.400	
61.8	11.900	
62.0	11.300	
62.2	11.300	
62.4	11.900	
62.6	12.900	
62.8	13.400	
63.0	13.400	
63.2	12.900	
63.4	11.900	
63.6	11.900	
63.8	11.900	
64.0	11.300	
64.2	11.300	
64.4	10.300	
64.6	9.800	
64.8	9.300	
65.0	8.200	
65.2	7.700	
65.4	7.700	
65.6	7.200	
65.8	6.700	
66.0	6.700	
66.2	6.700	
66.4	7.200	
66.6	-16252.800	
66.8	-21715.799	
67.0	-26379.801	
67.2	-32572.102	
67.4	-32890.598	
67.6	-24155.301	
67.8	-15857.000	
68.0	-9594.100	
68.2	-5661.900	
