DASYLab - V 9.00.02
Worksheet name: LeakageCurrentTesterV4DevSML40sAna200V
Recording Date     : 18-03-2014, 09:18:41
Block Length       : 1
Delta              : 0.2 sec.
Number of Channels : 1
Measurement time[s]	Write 0 [nA]	
55.0	7.200	
55.2	7.200	
55.4	7.200	
55.6	6.700	
55.8	6.700	
56.0	6.700	
56.2	7.200	
56.4	7.700	
56.6	7.700	
56.8	7.700	
57.0	7.700	
57.2	7.700	
57.4	8.200	
57.6	8.800	
57.8	7.200	
58.0	6.700	
58.2	6.200	
58.4	5.700	
58.6	6.700	
58.8	6.200	
59.0	6.200	
59.2	6.700	
59.4	7.200	
59.6	7.700	
59.8	8.200	
60.0	8.200	
60.2	8.200	
60.4	8.200	
60.6	7.700	
60.8	7.200	
61.0	7.200	
61.2	7.700	
61.4	7.700	
61.6	7.700	
61.8	7.700	
62.0	7.700	
62.2	7.700	
62.4	7.700	
62.6	8.200	
62.8	8.200	
63.0	7.700	
63.2	7.700	
63.4	7.200	
63.6	6.700	
63.8	6.700	
64.0	6.200	
64.2	6.700	
64.4	6.700	
64.6	6.700	
64.8	6.200	
65.0	6.700	
65.2	7.200	
65.4	7.200	
65.6	8.200	
65.8	8.800	
66.0	9.300	
66.2	10.300	
66.4	9.800	
66.6	-20212.299	
66.8	-25318.100	
67.0	-29931.600	
67.2	-33259.199	
67.4	-27444.201	
67.6	-19736.500	
67.8	-16938.801	
68.0	-10340.399	
68.2	-6150.500	
