DASYLab - V 9.00.02
Worksheet name: LeakageCurrentTesterV4DevSML40sAna200V
Recording Date     : 18-03-2014, 09:10:40
Block Length       : 1
Delta              : 0.2 sec.
Number of Channels : 1
Measurement time[s]	Write 0 [nA]	
25.0	-8216.300	
25.2	-4444.500	
25.4	-2405.000	
25.6	-1351.400	
25.8	-828.300	
26.0	-554.100	
26.2	266.500	
26.4	266.500	
26.6	876.200	
26.8	876.200	
27.0	1017.400	
27.2	1017.400	
27.4	1095.300	
27.6	375.700	
27.8	239.200	
28.0	173.700	
28.2	136.100	
28.4	123.700	
28.6	103.600	
28.8	93.300	
29.0	90.700	
29.2	87.600	
29.4	83.000	
29.6	77.300	
29.8	71.600	
30.0	67.000	
30.2	62.900	
30.4	59.300	
30.6	55.700	
30.8	52.600	
31.0	50.000	
31.2	47.900	
31.4	45.900	
31.6	44.300	
31.8	43.300	
32.0	41.700	
32.2	40.700	
32.4	39.700	
32.6	38.700	
32.8	37.600	
33.0	37.600	
33.2	36.600	
33.4	37.100	
33.6	36.600	
33.8	35.600	
34.0	35.000	
34.2	34.500	
34.4	34.000	
34.6	33.500	
34.8	33.000	
35.0	32.500	
35.2	32.000	
35.4	32.500	
35.6	30.400	
35.8	29.900	
36.0	29.400	
36.2	27.800	
36.4	28.900	
36.6	28.300	
36.8	28.300	
37.0	28.900	
37.2	28.300	
37.4	27.800	
37.6	26.800	
37.8	25.800	
38.0	24.700	
38.2	24.200	
38.4	24.200	
38.6	24.200	
38.8	24.700	
39.0	24.700	
39.2	25.300	
39.4	25.300	
39.6	24.200	
39.8	24.200	
40.0	24.200	
40.2	23.700	
40.4	23.200	
40.6	22.700	
40.8	22.200	
41.0	21.600	
41.2	21.100	
41.4	21.100	
41.6	20.600	
41.8	20.600	
42.0	20.600	
42.2	20.600	
42.4	21.100	
42.6	21.100	
42.8	21.600	
43.0	21.100	
43.2	20.100	
43.4	20.100	
43.6	19.600	
43.8	19.100	
44.0	19.100	
44.2	18.600	
44.4	18.600	
44.6	18.600	
44.8	19.100	
45.0	19.100	
45.2	19.100	
45.4	19.100	
45.6	18.600	
45.8	18.600	
46.0	18.600	
46.2	18.000	
46.4	17.500	
46.6	17.500	
46.8	17.500	
47.0	17.500	
47.2	16.500	
47.4	16.000	
47.6	15.500	
47.8	16.000	
48.0	16.000	
48.2	16.000	
48.4	16.500	
48.6	16.500	
48.8	17.000	
49.0	17.000	
49.2	16.500	
49.4	17.000	
49.6	16.500	
49.8	16.500	
50.0	17.000	
50.2	16.500	
50.4	16.000	
50.6	15.500	
50.8	14.400	
51.0	14.400	
51.2	14.900	
51.4	14.900	
51.6	14.400	
51.8	14.400	
52.0	13.400	
52.2	13.400	
52.4	13.400	
52.6	13.400	
52.8	13.900	
53.0	13.900	
53.2	13.400	
53.4	12.900	
53.6	12.400	
53.8	12.400	
54.0	11.900	
54.2	11.300	
54.4	10.800	
54.6	9.800	
54.8	9.300	
55.0	8.800	
55.2	8.800	
55.4	8.200	
55.6	8.800	
55.8	7.700	
56.0	7.700	
56.2	7.200	
56.4	7.700	
56.6	9.300	
56.8	10.300	
57.0	10.300	
57.2	9.800	
57.4	9.300	
57.6	9.300	
57.8	9.300	
58.0	9.800	
58.2	9.300	
58.4	8.800	
58.6	8.200	
58.8	7.700	
59.0	8.200	
59.2	9.300	
59.4	9.300	
59.6	9.300	
59.8	9.300	
60.0	8.800	
60.2	8.800	
60.4	9.300	
60.6	9.800	
60.8	9.800	
61.0	9.800	
61.2	8.800	
61.4	8.200	
61.6	7.200	
61.8	7.200	
62.0	8.800	
62.2	8.800	
62.4	8.800	
62.6	8.800	
62.8	7.700	
63.0	8.200	
63.2	8.200	
63.4	8.200	
63.6	7.700	
63.8	7.200	
64.0	7.700	
64.2	8.200	
64.4	8.800	
64.6	8.800	
64.8	8.200	
65.0	8.200	
65.2	7.700	
65.4	8.200	
65.6	8.800	
65.8	8.800	
66.0	8.800	
66.2	8.200	
66.4	7.700	
66.6	-236.600	
66.8	-631.400	
67.0	-4427.500	
67.2	-13880.800	
67.4	-25683.000	
67.6	-22813.102	
67.8	-14153.500	
68.0	-8482.300	
68.2	-4971.800	
