DASYLab - V 9.00.02
Worksheet name: LeakageCurrentTesterV4DevSML40sAna200V
Recording Date     : 18-03-2014, 09:00:45
Block Length       : 1
Delta              : 0.2 sec.
Number of Channels : 1
Measurement time[s]	Write 0 [nA]	
41.6	14.900	
41.8	14.900	
42.0	14.900	
42.2	14.400	
42.4	13.900	
42.6	13.900	
42.8	13.900	
43.0	14.400	
43.2	14.900	
43.4	14.400	
43.6	13.900	
43.8	13.400	
44.0	13.400	
44.2	12.900	
44.4	13.400	
44.6	13.400	
44.8	13.400	
45.0	13.400	
45.2	13.400	
45.4	12.900	
45.6	12.400	
45.8	11.900	
46.0	11.900	
46.2	12.400	
46.4	12.400	
46.6	12.900	
46.8	12.900	
47.0	12.400	
47.2	12.900	
47.4	13.400	
47.6	13.400	
47.8	13.400	
48.0	13.900	
48.2	14.400	
48.4	14.900	
48.6	15.500	
48.8	16.000	
49.0	15.500	
49.2	14.900	
49.4	14.900	
49.6	14.900	
49.8	14.400	
50.0	13.900	
50.2	13.400	
50.4	12.900	
50.6	13.900	
50.8	13.900	
51.0	13.900	
51.2	13.900	
51.4	12.900	
51.6	12.400	
51.8	12.900	
52.0	12.900	
52.2	12.900	
52.4	12.900	
52.6	13.400	
52.8	12.900	
53.0	12.400	
53.2	12.400	
53.4	12.900	
53.6	13.400	
53.8	13.400	
54.0	13.400	
54.2	12.900	
54.4	12.900	
54.6	12.400	
54.8	12.900	
55.0	12.400	
55.2	11.900	
55.4	12.400	
55.6	12.400	
55.8	12.400	
56.0	12.400	
56.2	12.400	
56.4	12.400	
56.6	12.400	
56.8	11.900	
57.0	11.900	
57.2	12.400	
57.4	11.900	
57.6	11.900	
57.8	11.300	
58.0	11.300	
58.2	11.300	
58.4	11.300	
58.6	11.300	
58.8	11.300	
59.0	10.800	
59.2	10.800	
59.4	11.300	
59.6	11.300	
59.8	11.300	
60.0	10.800	
60.2	10.800	
60.4	10.300	
60.6	10.300	
60.8	10.800	
61.0	10.800	
61.2	11.300	
61.4	11.900	
61.6	11.900	
61.8	11.900	
62.0	11.300	
62.2	11.300	
62.4	12.400	
62.6	11.900	
62.8	11.300	
63.0	11.300	
63.2	10.300	
63.4	9.800	
63.6	9.800	
63.8	9.800	
64.0	10.800	
64.2	11.300	
64.4	11.300	
64.6	11.300	
64.8	10.800	
65.0	10.800	
65.2	10.800	
65.4	10.800	
65.6	10.300	
65.8	9.800	
66.0	9.800	
66.2	10.300	
66.4	10.300	
66.6	-12854.101	
66.8	-17429.500	
67.0	-23141.898	
67.2	-29822.301	
67.4	-33658.602	
67.6	-24816.000	
67.8	-15714.700	
68.0	-9278.100	
68.2	-5339.300	
