DASYLab - V 9.00.02
Worksheet name: LeakageCurrentTesterV4DevSML40sAna200V
Recording Date     : 18-03-2014, 09:17:17
Block Length       : 1
Delta              : 0.2 sec.
Number of Channels : 1
Measurement time[s]	Write 0 [nA]	
41.6	9.800	
41.8	10.300	
42.0	10.800	
42.2	10.300	
42.4	9.800	
42.6	8.800	
42.8	9.300	
43.0	9.300	
43.2	9.800	
43.4	10.300	
43.6	9.300	
43.8	9.300	
44.0	8.200	
44.2	8.200	
44.4	7.700	
44.6	7.700	
44.8	7.700	
45.0	8.200	
45.2	8.200	
45.4	8.200	
45.6	8.200	
45.8	7.700	
46.0	7.700	
46.2	7.200	
46.4	7.200	
46.6	7.200	
46.8	7.200	
47.0	7.700	
47.2	7.700	
47.4	7.200	
47.6	7.200	
47.8	7.200	
48.0	7.200	
48.2	7.700	
48.4	7.200	
48.6	7.700	
48.8	8.200	
49.0	8.800	
49.2	9.300	
49.4	9.800	
49.6	10.300	
49.8	10.300	
50.0	10.300	
50.2	9.800	
50.4	9.300	
50.6	9.300	
50.8	9.300	
51.0	9.300	
51.2	9.300	
51.4	9.800	
51.6	11.300	
51.8	13.400	
52.0	16.000	
52.2	17.000	
52.4	16.500	
52.6	16.500	
52.8	15.500	
53.0	15.500	
53.2	14.900	
53.4	14.400	
53.6	13.900	
53.8	13.400	
54.0	12.900	
54.2	12.400	
54.4	12.400	
54.6	11.900	
54.8	11.300	
55.0	10.800	
55.2	10.800	
55.4	11.300	
55.6	11.900	
55.8	11.900	
56.0	10.800	
56.2	9.800	
56.4	9.800	
56.6	9.800	
56.8	9.800	
57.0	9.800	
57.2	9.800	
57.4	10.300	
57.6	9.800	
57.8	9.300	
58.0	8.800	
58.2	9.300	
58.4	10.300	
58.6	10.800	
58.8	10.800	
59.0	10.300	
59.2	9.300	
59.4	8.200	
59.6	7.700	
59.8	7.200	
60.0	6.700	
60.2	6.700	
60.4	6.700	
60.6	6.700	
60.8	6.200	
61.0	5.200	
61.2	5.200	
61.4	5.200	
61.6	4.600	
61.8	4.600	
62.0	5.200	
62.2	4.600	
62.4	4.600	
62.6	5.200	
62.8	4.100	
63.0	3.600	
63.2	4.100	
63.4	3.600	
63.6	4.600	
63.8	5.200	
64.0	4.600	
64.2	5.200	
64.4	5.700	
64.6	5.200	
64.8	5.200	
65.0	5.200	
65.2	4.600	
65.4	4.600	
65.6	4.600	
65.8	4.100	
66.0	3.600	
66.2	3.600	
66.4	3.600	
66.6	-220.100	
66.8	-594.300	
67.0	-4727.500	
67.2	-13261.800	
67.4	-24750.602	
67.6	-21579.701	
67.8	-13347.399	
68.0	-7983.900	
68.2	-4671.300	
